"","x","y","cluster","arm","buffer","base_denom","base_num"
"1",6.20029825921198,7.21457313502636,1,"intervention",FALSE,1,0
"2",6.0573857810002,7.30152393100807,1,"intervention",FALSE,1,0
"3",6.06089833549854,7.31638166639455,1,"intervention",FALSE,1,1
"4",6.21339225413432,7.36588816154681,1,"intervention",FALSE,1,0
"5",6.22071301539557,7.34211585030378,1,"intervention",FALSE,1,0
"6",6.23631462947128,7.35652321521378,1,"intervention",FALSE,1,0
"7",6.27561705028974,7.3166515486224,1,"intervention",FALSE,1,0
"8",6.29871460490171,7.26267549683999,1,"intervention",FALSE,1,0
"9",6.3337718967152,7.30616358863569,1,"intervention",FALSE,1,0
"10",6.29142853585522,7.36488186837736,1,"intervention",FALSE,1,0
"11",6.31284879198992,7.3922056482618,1,"intervention",FALSE,1,0
"12",6.35266623666579,7.42049173582237,1,"intervention",FALSE,1,0
"13",6.38259741571614,7.40864200405372,1,"intervention",FALSE,1,1
"14",6.39026668156667,7.35006938966001,1,"intervention",FALSE,1,0
"15",6.4046632889053,7.29823748150156,1,"intervention",FALSE,1,0
"16",6.42471637455147,7.29710221832222,1,"intervention",FALSE,1,0
"17",6.47981970083725,7.28308778576054,1,"intervention",FALSE,1,1
"18",6.473009314429,7.30339532684989,1,"intervention",FALSE,1,0
"19",6.43489932075338,7.33357078855151,1,"intervention",FALSE,1,1
"20",6.41915527119405,7.34253969411195,1,"intervention",FALSE,1,0
"21",6.41524394173126,7.37307718589117,1,"intervention",FALSE,1,1
"22",6.42829983725412,7.46393553316386,1,"intervention",FALSE,1,0
"23",6.49039545373243,7.38465255285848,1,"intervention",FALSE,1,0
"24",6.51524269959011,7.42318414209566,1,"intervention",FALSE,1,1
"25",6.57940139362854,7.43778350617024,1,"intervention",FALSE,1,0
"26",6.63464573557347,7.31753049662458,1,"intervention",FALSE,1,0
"27",6.58512299048496,7.30839168794049,1,"intervention",FALSE,1,0
"28",6.57629996969636,7.31867629614002,1,"intervention",FALSE,1,0
"29",6.51522985267116,7.3134210554965,1,"intervention",FALSE,1,0
"30",6.50517846128331,7.2903669423434,1,"intervention",FALSE,1,1
"31",6.53244657847372,7.28057264791989,1,"intervention",FALSE,1,0
"32",6.56373957810879,7.25556340882406,1,"intervention",FALSE,1,0
"33",6.64980073750137,7.21845143065465,1,"intervention",FALSE,1,0
"34",6.64640972361297,7.1788703048933,1,"intervention",FALSE,1,1
"35",6.55286143682098,7.19586605971642,1,"intervention",FALSE,1,1
"36",6.50800539132194,7.20865169473288,1,"intervention",FALSE,1,0
"37",6.53464539487374,7.18764047449608,1,"intervention",FALSE,1,0
"38",6.55759863965042,7.15989937439724,1,"intervention",FALSE,1,0
"39",6.54488266741964,7.14952781695689,1,"intervention",FALSE,1,0
"40",6.58571570953602,7.09011130515298,1,"intervention",TRUE,1,0
"41",6.45868408209506,7.09915145965503,1,"intervention",TRUE,1,0
"42",6.47873980626259,7.12404360134661,1,"intervention",FALSE,1,0
"43",6.46804328302241,7.14755432400365,1,"intervention",FALSE,1,1
"44",6.45681792667469,7.15520810232333,1,"intervention",FALSE,1,1
"45",6.42275617385206,7.15757294411181,1,"intervention",FALSE,1,0
"46",6.44272962709016,7.18028187793009,1,"intervention",FALSE,1,0
"47",6.42306764223685,7.22166097162296,1,"intervention",FALSE,1,0
"48",6.37218682159432,7.26130744541626,1,"intervention",FALSE,1,0
"49",6.3535552059633,7.237213704985,1,"intervention",FALSE,1,0
"50",6.26431471343664,7.2047303125661,1,"intervention",FALSE,1,0
"51",6.31455257542589,7.12773052579135,1,"intervention",FALSE,1,0
"52",6.39166496014081,7.14313384621109,1,"intervention",FALSE,1,0
"53",6.39352921545946,7.13919877955191,1,"intervention",FALSE,1,1
"54",6.43375294694481,7.09633649863708,1,"intervention",TRUE,1,0
"55",6.42926863704522,7.07091350217176,1,"intervention",TRUE,1,0
"56",6.40543133586794,7.04570017501346,1,"intervention",TRUE,1,0
"57",6.37250113097978,7.10367119822813,1,"intervention",FALSE,1,0
"58",6.36724357661427,7.09365967027412,1,"intervention",FALSE,1,1
"59",6.34243789342556,7.04426075864113,1,"intervention",TRUE,1,0
"60",6.29972892298201,7.03185354922722,1,"intervention",TRUE,1,0
"61",6.75282255374503,7.14986406446405,1,"intervention",TRUE,1,1
"62",6.98516158091094,3.39280333470829,2,"intervention",FALSE,1,1
"63",6.89817489361839,3.29858663916789,2,"intervention",FALSE,1,1
"64",6.8489396318516,3.22763150256934,2,"intervention",FALSE,1,0
"65",6.74682811194572,3.31331971148876,2,"intervention",FALSE,1,1
"66",6.80674771532192,3.46358383462072,2,"intervention",FALSE,1,1
"67",6.89817156332647,3.54425893176255,2,"intervention",FALSE,1,1
"68",6.90307524839369,3.58513165678372,2,"intervention",FALSE,1,1
"69",6.90886629953809,3.63674038271662,2,"intervention",FALSE,1,1
"70",6.86648851712661,3.61034197436193,2,"intervention",FALSE,1,1
"71",6.84120656015631,3.66692055939594,2,"intervention",FALSE,1,0
"72",6.8377802273022,3.69003829889312,2,"intervention",FALSE,1,1
"73",6.85611267208946,3.71016936706281,2,"intervention",FALSE,1,1
"74",6.80608495136405,3.81544030947541,2,"intervention",FALSE,1,1
"75",6.70500215757114,3.84535242642371,2,"intervention",FALSE,1,1
"76",6.6554233939674,3.8237382023544,2,"intervention",FALSE,1,0
"77",6.69592896186425,3.80795206270935,2,"intervention",FALSE,1,0
"78",6.73269111844625,3.69061808004871,2,"intervention",FALSE,1,1
"79",6.7622284749414,3.67146065174437,2,"intervention",FALSE,1,0
"80",6.79727830940858,3.68921262381899,2,"intervention",FALSE,1,1
"81",6.8188425275421,3.64959245831317,2,"intervention",FALSE,1,1
"82",6.82885310906954,3.62732876090952,2,"intervention",FALSE,1,0
"83",6.84390375346867,3.59332640203667,2,"intervention",FALSE,1,1
"84",6.85141279567521,3.57261813080824,2,"intervention",FALSE,1,0
"85",6.85466465138922,3.54912611853873,2,"intervention",FALSE,1,1
"86",6.78804218212548,3.59138130407797,2,"intervention",FALSE,1,0
"87",6.7618186190097,3.5980284650849,2,"intervention",FALSE,1,1
"88",6.73920736831561,3.59397404378189,2,"intervention",FALSE,1,0
"89",6.70177904660593,3.58862582314424,2,"intervention",FALSE,1,0
"90",6.71893117705864,3.56945528760478,2,"intervention",FALSE,1,0
"91",6.75155587236202,3.56011666406108,2,"intervention",FALSE,1,0
"92",6.76363512442432,3.53496461432031,2,"intervention",FALSE,1,1
"93",6.6940597295488,3.49293117042007,2,"intervention",FALSE,1,1
"94",6.7284966951846,3.45786161895902,2,"intervention",FALSE,1,0
"95",6.7392479603396,3.4354824763398,2,"intervention",FALSE,1,0
"96",6.71256503986649,3.40129516714697,2,"intervention",FALSE,1,1
"97",6.68612995103402,3.39892468715038,2,"intervention",FALSE,1,1
"98",6.67811006187548,3.46637623712633,2,"intervention",FALSE,1,1
"99",6.64163221103658,3.47784038326652,2,"intervention",FALSE,1,1
"100",6.65120129217064,3.39682652950761,2,"intervention",FALSE,1,1
"101",6.6455806131283,3.36846447307042,2,"intervention",FALSE,1,0
"102",6.60048846319783,3.39488336094263,2,"intervention",FALSE,1,1
"103",6.5342472406714,3.41155014922293,2,"intervention",FALSE,1,0
"104",6.50328736404412,3.49449222252298,2,"intervention",FALSE,1,1
"105",6.47229289399268,3.52226724050992,2,"intervention",FALSE,1,1
"106",6.47450030425838,3.54473384136534,2,"intervention",FALSE,1,0
"107",6.40387668940472,3.57598875168243,2,"intervention",FALSE,1,1
"108",6.44050150620271,3.48277700642697,2,"intervention",FALSE,1,1
"109",6.44603394284137,3.47993747238888,2,"intervention",FALSE,1,1
"110",6.44841500062441,3.45234558351351,2,"intervention",FALSE,1,0
