"y","x","cluster","arm","nearestDiscord","buffer"
-3.62626321857757,-1.55006025545711,13,"control",-0.583880416455516,FALSE
-3.62626321857757,-1.55006025545711,13,"control",-0.583880416455516,FALSE
-3.61811592130678,-1.46439606967923,15,"control",-0.6513801004266,FALSE
-3.61811592130678,-1.46439606967923,15,"control",-0.6513801004266,FALSE
-3.63632334407645,-1.49600335246341,13,"control",-0.615666811896398,FALSE
-3.63632334407645,-1.49600335246341,13,"control",-0.615666811896398,FALSE
-3.63750582906357,-1.49726438097713,13,"control",-0.613938433787376,FALSE
-3.63750582906357,-1.49726438097713,13,"control",-0.613938433787376,FALSE
-3.63750582906357,-1.49726438097713,13,"control",-0.613938433787376,FALSE
-3.54749302960258,-1.4399769669957,15,"control",-0.717319861147417,FALSE
-3.54749302960258,-1.4399769669957,15,"control",-0.717319861147417,FALSE
-3.54749302960258,-1.4399769669957,15,"control",-0.717319861147417,FALSE
-3.54775838261138,-1.42678332720895,15,"control",-0.726637849095727,FALSE
-3.54775838261138,-1.42678332720895,15,"control",-0.726637849095727,FALSE
-3.54775838261138,-1.42678332720895,15,"control",-0.726637849095727,FALSE
-3.55323764867874,-1.43860920640292,15,"control",-0.714304520587188,FALSE
-3.01605191219421,0.230395605553294,19,"control",-0.749818344540032,FALSE
-3.01605191219421,0.230395605553294,19,"control",-0.749818344540032,FALSE
-3.01605191219421,0.230395605553294,19,"control",-0.749818344540032,FALSE
-3.01605191219421,0.230395605553294,19,"control",-0.749818344540032,FALSE
-3.01605191219421,0.230395605553294,19,"control",-0.749818344540032,FALSE
-3.01037155662859,0.224131057372124,19,"control",-0.753520453303668,FALSE
-3.37713187139701,0.148999232295826,19,"control",-1.00810060286463,FALSE
-3.37713187139701,0.148999232295826,19,"control",-1.00810060286463,FALSE
-3.37713187139701,0.148999232295826,19,"control",-1.00810060286463,FALSE
-3.37713187139701,0.148999232295826,19,"control",-1.00810060286463,FALSE
-3.38326419543225,0.131348776700066,19,"control",-1.02562252230778,FALSE
-3.38326419543225,0.131348776700066,19,"control",-1.02562252230778,FALSE
-3.38326419543225,0.131348776700066,19,"control",-1.02562252230778,FALSE
-3.38722926148108,0.138521420720711,19,"control",-1.0226120885483,FALSE
-3.38722926148108,0.138521420720711,19,"control",-1.0226120885483,FALSE
-3.38722926148108,0.138521420720711,19,"control",-1.0226120885483,FALSE
-2.91752051100934,0.572402919456242,17,"control",-0.397663374729531,FALSE
-2.91752051100934,0.572402919456242,17,"control",-0.397663374729531,FALSE
-2.91752051100934,0.572402919456242,17,"control",-0.397663374729531,FALSE
-2.93422036152264,0.592652097859376,17,"control",-0.388185653324319,FALSE
-2.93422036152264,0.592652097859376,17,"control",-0.388185653324319,FALSE
-2.66738295277947,0.331435675842506,19,"control",-0.575094348280475,FALSE
-2.66738295277947,0.331435675842506,19,"control",-0.575094348280475,FALSE
-2.66738295277947,0.331435675842506,19,"control",-0.575094348280475,FALSE
-2.88181261492227,0.489660647806241,19,"control",-0.459860564739562,FALSE
-2.88181261492227,0.489660647806241,19,"control",-0.459860564739562,FALSE
-2.88181261492227,0.489660647806241,19,"control",-0.459860564739562,FALSE
-2.88181261492227,0.489660647806241,19,"control",-0.459860564739562,FALSE
-2.88181261492227,0.489660647806241,19,"control",-0.459860564739562,FALSE
-2.88181261492227,0.489660647806241,19,"control",-0.459860564739562,FALSE
-2.89712535123877,0.493599130918512,17,"control",-0.461336215911702,FALSE
-2.91703155301741,0.477179219261288,17,"control",-0.483914511138207,FALSE
-2.91703155301741,0.477179219261288,17,"control",-0.483914511138207,FALSE
-2.91703155301741,0.477179219261288,17,"control",-0.483914511138207,FALSE
-2.87509439737247,0.564576858163762,17,"control",-0.387184468305368,FALSE
-2.87509439737247,0.564576858163762,17,"control",-0.387184468305368,FALSE
