"","lat","long","cluster"
"763",-6.36841,38.58964,6
"764",-6.36829,38.58958,6
"765",-6.36823,38.58825,6
"766",-6.36813,38.59016,6
"767",-6.36795,38.58879,6
"768",-6.36764,38.58952,6
"769",-6.36758,38.5892,6
"770",-6.37979,38.59336,7
"771",-6.37943,38.59367,7
"772",-6.3794,38.59277,7
"773",-6.3794,38.59277,7
"774",-6.37888,38.59194,7
"775",-6.37881,38.59209,7
"776",-6.3788,38.59269,7
"777",-6.37874,38.59178,7
"778",-6.37855,38.59254,7
"779",-6.37855,38.59254,7
"780",-6.37855,38.59156,7
"781",-6.37829,38.59187,7
"782",-6.37822,38.59285,7
"783",-6.37818,38.59137,7
"784",-6.37816,38.59175,7
"785",-6.37816,38.59175,7
"786",-6.37812,38.59281,7
"787",-6.3781,38.59214,7
"788",-6.37805,38.59201,7
"789",-6.37805,38.59138,7
"790",-6.37804,38.59185,7
"791",-6.37799,38.59232,7
"792",-6.37796,38.5917,7
"793",-6.37785,38.59345,7
"794",-6.37783,38.5934,7
"795",-6.3778,38.59156,7
"796",-6.37777,38.59134,7
"797",-6.37754,38.59182,7
"798",-6.37715,38.59172,7
"799",-6.37713,38.59196,7
"800",-6.3771,38.591,7
"801",-6.37707,38.59146,7
"802",-6.37699,38.59158,7
"803",-6.37685,38.59308,7
"804",-6.37655,38.59103,7
"805",-6.37622,38.59177,7
"806",-6.3762,38.59361,7
"807",-6.37582,38.59092,7
"808",-6.37551,38.59116,7
"809",-6.37543,38.59256,7
"810",-6.37527,38.59252,7
"811",-6.37519,38.59095,7
"812",-6.37517,38.59045,7
"813",-6.37514,38.59123,7
"814",-6.37512,38.59098,7
"815",-6.37509,38.59039,7
"816",-6.37506,38.59046,7
"817",-6.37494,38.59278,7
"818",-6.37492,38.59646,7
"819",-6.37489,38.5906,7
"820",-6.37487,38.59068,7
"821",-6.37484,38.5934,7
"822",-6.37483,38.5904,7
"823",-6.37483,38.59278,7
"824",-6.3748,38.59053,7
"825",-6.37478,38.5937,7
"826",-6.37478,38.5937,7
"827",-6.37478,38.5937,7
"828",-6.37478,38.59379,7
"829",-6.37475,38.59034,7
"830",-6.37468,38.59308,7
"831",-6.37463,38.59625,7
"832",-6.37458,38.59095,7
"833",-6.37448,38.59115,7
"834",-6.37438,38.5921,7
"835",-6.37438,38.59112,7
"836",-6.37436,38.59205,7
"837",-6.37434,38.59225,7
"838",-6.37429,38.59199,7
"839",-6.37429,38.59308,7
"840",-6.37428,38.59159,7
"841",-6.37426,38.59116,7
"842",-6.37425,38.5929,7
"843",-6.37425,38.5929,7
"844",-6.37421,38.59172,7
"845",-6.3741,38.59208,7
"846",-6.37409,38.59177,7
"847",-6.37408,38.59214,7
"848",-6.37403,38.59175,7
"849",-6.37389,38.59238,7
"850",-6.3738,38.59207,7
"851",-6.3738,38.59207,7
"852",-6.37379,38.59192,7
"853",-6.37378,38.59477,7
"854",-6.37378,38.59477,7
"855",-6.37376,38.59386,7
"856",-6.37372,38.59351,7
"857",-6.37352,38.59187,7
"858",-6.3735,38.59521,7
"859",-6.37348,38.59551,7
"860",-6.3734,38.5921,7
"861",-6.37322,38.59278,7
"862",-6.37321,38.59546,7
"863",-6.3732,38.59239,7
"864",-6.37317,38.59494,7
"865",-6.37317,38.59243,7
"866",-6.37314,38.59351,7
"867",-6.37313,38.59489,7
"868",-6.37307,38.59329,7
"869",-6.37297,38.59322,7
"870",-6.37296,38.59214,7
"871",-6.37295,38.59311,7
"872",-6.37295,38.59223,7
